===begin===
## state: reactant
## pathid: 112
   1	       0.0
   2	    0.0679
   3	     0.249
   4	    0.5064
   5	    0.8164
   6	    1.1746
   7	    1.6101
   8	    2.1961
   9	    2.7231
  10	    1.1113
  11	   -0.3683
  12	   -1.6248
  13	   -2.6597
  14	    -3.388
  15	   -3.9205
  16	   -4.3109
  17	   -4.5835
  18	   -4.7455
  19	   -4.7798
  20	   -4.6241
  21	     -4.14
  22	   -3.2358
  23	   -2.2565
  24	    -1.528
  25	    -0.955
  26	    -0.092
  27	    1.4936
  28	    3.4373
  29	    6.8192
  30	    0.5401
  31	   -3.5083
  32	    -6.921
  33	    -9.478
  34	  -10.7261
  35	  -18.7761
  36	  -22.3448
  37	  -24.4788
  38	  -25.9362
  39	  -26.9734
  40	  -27.7339
  41	  -28.3271
  42	  -28.8158
  43	  -29.1921
  44	  -29.4866
  45	  -29.7178
  46	   -29.897
  47	  -30.0312
  48	  -30.1247
  49	  -30.1804
  50	   -30.199
===begin===
## state: reactant
## pathid: 326
   1	       0.0
   2	    0.0602
   3	    0.2336
   4	    0.5075
   5	    0.8919
   6	    1.4536
   7	    2.2843
   8	    2.1005
   9	    0.6128
  10	   -0.3423
  11	   -1.0992
  12	    -1.737
  13	   -2.2533
  14	   -2.6054
  15	   -2.8214
  16	   -2.9157
  17	   -2.8753
  18	    -2.648
  19	   -2.1697
  20	   -1.5047
  21	   -0.8625
  22	   -0.4237
  23	   -0.0537
  24	    0.3786
  25	    1.2624
  26	    2.9262
  27	     5.067
  28	    8.2036
  29	    3.0971
  30	   -0.9467
  31	   -4.0594
  32	   -6.4209
  33	   -6.7662
  34	  -14.2839
  35	  -17.8648
  36	  -19.8739
  37	   -21.234
  38	  -22.1825
  39	  -22.8613
  40	  -23.3861
  41	  -23.8152
  42	   -24.143
  43	  -24.3989
  44	  -24.6017
  45	  -24.7624
  46	  -24.8878
  47	  -24.9821
  48	   -25.048
  49	  -25.0872
  50	  -25.1002
===begin===
## state: reactant
## pathid: 634
   1	       0.0
   2	    0.0262
   3	    0.1002
   4	    0.2144
   5	    0.3619
   6	    0.5359
   7	    0.7314
   8	    0.9482
   9	    1.1903
  10	    1.4661
  11	    1.7889
  12	    2.1793
  13	    2.6579
  14	    3.2728
  15	    4.1069
  16	    4.2608
  17	    2.9305
  18	    2.2106
  19	    2.1651
  20	    2.7038
  21	    3.7431
  22	    4.9285
  23	    5.9205
  24	    6.9313
  25	    8.2782
  26	   10.2362
  27	    12.496
  28	   14.5699
  29	     9.635
  30	    6.2321
  31	    3.3944
  32	    0.9111
  33	   -0.5254
  34	   -5.6903
  35	   -12.456
  36	  -15.4353
  37	  -17.4844
  38	  -18.9615
  39	  -20.0206
  40	  -20.8524
  41	   -21.479
  42	  -21.9442
  43	  -22.2874
  44	  -22.5503
  45	  -22.7494
  46	  -22.9028
  47	  -23.0133
  48	  -23.0907
  49	  -23.1382
  50	  -23.1548
===begin===
## state: reactant
## pathid: 1570
   1	       0.0
   2	    0.0621
   3	    0.2285
   4	    0.4863
   5	    0.8312
   6	    1.2656
   7	    1.8082
   8	      2.56
   9	    3.6894
  10	    3.2178
  11	     1.299
  12	    0.0391
  13	   -0.8948
  14	   -1.6802
  15	   -2.1571
  16	    -2.435
  17	   -2.5366
  18	   -2.4503
  19	   -2.0937
  20	   -1.2794
  21	   -0.0888
  22	    1.0416
  23	    1.9165
  24	    2.8463
  25	    4.2808
  26	    5.9579
  27	    8.2679
  28	    7.4704
  29	    3.3568
  30	     1.152
  31	   -0.7653
  32	   -2.6799
  33	   -4.7446
  34	   -6.6983
  35	   -7.4733
  36	  -10.2034
  37	  -17.2311
  38	  -19.8738
  39	  -21.5818
  40	  -22.7517
  41	   -23.561
  42	  -24.1967
  43	  -24.6732
  44	  -25.0227
  45	  -25.2861
  46	  -25.4833
  47	  -25.6284
  48	  -25.7282
  49	  -25.7882
  50	  -25.7984
===begin===
## state: reactant
## pathid: 1828
   1	       0.0
   2	    0.0554
   3	    0.2064
   4	    0.4385
   5	    0.7417
   6	    1.1086
   7	    1.5437
   8	    2.0692
   9	    2.7436
  10	    3.7178
  11	    4.4547
  12	    2.6795
  13	     1.193
  14	   -0.0346
  15	   -0.7953
  16	   -1.2609
  17	   -1.5198
  18	    -1.634
  19	   -1.6001
  20	   -1.4038
  21	   -0.9964
  22	   -0.2374
  23	     1.115
  24	    2.7972
  25	    4.1463
  26	    5.4375
  27	    7.2587
  28	    9.5035
  29	   12.7371
  30	    8.4418
  31	    4.8994
  32	    2.7726
  33	    0.5478
  34	   -1.9447
  35	   -3.8139
  36	   -4.6844
  37	   -13.692
  38	  -17.0913
  39	  -19.0619
  40	  -20.3859
  41	  -21.3223
  42	  -22.0317
  43	  -22.5905
  44	  -22.9999
  45	  -23.3073
  46	  -23.5403
  47	  -23.6977
  48	  -23.8281
  49	  -23.9007
  50	  -23.9268
===begin===
## state: reactant
## pathid: 1966
   1	       0.0
   2	     0.071
   3	     0.258
   4	    0.5279
   5	    0.8804
   6	    1.3518
   7	    2.0249
   8	    2.6725
   9	    1.1214
  10	   -0.5301
  11	   -1.7196
  12	    -2.679
  13	   -3.3252
  14	   -3.7747
  15	   -4.0703
  16	   -4.2362
  17	   -4.2618
  18	   -4.1199
  19	   -3.7372
  20	    -2.968
  21	   -1.7869
  22	   -0.7833
  23	   -0.1223
  24	    0.5731
  25	    1.7613
  26	    3.5401
  27	    6.1502
  28	    3.9884
  29	   -0.3268
  30	   -2.9745
  31	   -5.7634
  32	   -8.4863
  33	  -10.3646
  34	  -12.0248
  35	  -18.7808
  36	  -21.7683
  37	   -23.717
  38	  -25.1014
  39	  -26.0967
  40	  -26.8363
  41	  -27.3915
  42	  -27.8618
  43	  -28.2276
  44	  -28.5092
  45	  -28.7278
  46	  -28.8961
  47	  -29.0215
  48	  -29.1086
  49	  -29.1607
  50	  -29.1783
===begin===
## state: ts
## pathid: 651
   1	       0.0
   2	    0.0535
   3	     0.195
   4	    0.3987
   5	    0.6551
   6	    0.9751
   7	    1.3883
   8	    1.9568
   9	    2.8437
  10	    3.3796
  11	    1.3675
  12	   -0.2928
  13	   -1.4839
  14	   -2.2598
  15	   -2.7902
  16	   -3.1708
  17	   -3.4318
  18	   -3.5729
  19	   -3.5887
  20	   -3.4513
  21	   -3.1028
  22	   -2.4113
  23	   -1.2001
  24	    0.1351
  25	     1.076
  26	    1.8877
  27	    3.1126
  28	    4.9625
  29	    7.4147
  30	    7.3574
  31	    1.6676
  32	   -1.3709
  33	   -4.4752
  34	   -7.0218
  35	    -8.405
  36	  -16.0612
  37	  -19.8719
  38	  -22.1806
  39	  -23.7588
  40	  -24.8785
  41	  -25.6938
  42	  -26.3097
  43	  -26.8214
  44	  -27.2116
  45	  -27.5093
  46	  -27.7357
  47	  -27.9025
  48	  -28.0175
  49	  -28.0856
  50	  -28.1084
===begin===
## state: ts
## pathid: 713
   1	       0.0
   2	    0.0609
   3	    0.2097
   4	    0.3948
   5	    0.5852
   6	    0.7693
   7	    0.9583
   8	    1.1807
   9	     1.483
  10	    1.9283
  11	    2.6522
  12	    3.8553
  13	    2.2187
  14	    0.1367
  15	   -1.1954
  16	   -2.1283
  17	   -2.6494
  18	   -2.9395
  19	   -3.0417
  20	   -2.9336
  21	   -2.5102
  22	    -1.621
  23	    -0.538
  24	    0.2802
  25	     0.859
  26	    1.5754
  27	    2.8922
  28	    4.9546
  29	    7.9433
  30	    2.7457
  31	   -1.2267
  32	   -4.3914
  33	   -6.8625
  34	   -8.9995
  35	  -16.8911
  36	   -20.302
  37	  -22.4205
  38	  -23.8767
  39	  -24.9112
  40	  -25.6766
  41	  -26.2562
  42	  -26.7422
  43	  -27.1128
  44	  -27.3947
  45	  -27.6112
  46	  -27.7787
  47	   -27.905
  48	  -27.9935
  49	  -28.0478
  50	  -28.0667
===begin===
## state: ts
## pathid: 870
   1	       0.0
   2	    0.0624
   3	    0.2151
   4	    0.4075
   5	     0.609
   6	    0.8139
   7	     1.042
   8	     1.338
   9	    1.7819
  10	    2.6157
  11	    3.9446
  12	    2.3754
  13	    0.3976
  14	   -0.9502
  15	   -1.7927
  16	   -2.3476
  17	   -2.7114
  18	   -2.9304
  19	   -3.0156
  20	   -2.9647
  21	   -2.7319
  22	   -2.2273
  23	   -1.3008
  24	   -0.0486
  25	    0.9965
  26	    1.7171
  27	    2.5134
  28	    3.7798
  29	    5.7074
  30	    8.1919
  31	    7.9092
  32	    2.0962
  33	   -1.3939
  34	    -3.989
  35	   -7.2567
  36	  -14.9674
  37	  -18.3882
  38	  -20.5791
  39	  -22.0839
  40	  -23.1525
  41	  -23.9149
  42	  -24.5341
  43	  -25.0175
  44	  -25.3807
  45	  -25.6533
  46	  -25.8582
  47	  -26.0075
  48	   -26.111
  49	  -26.1728
  50	  -26.1936
===begin===
## state: ts
## pathid: 1267
   1	       0.0
   2	    0.0752
   3	    0.2847
   4	    0.6139
   5	    1.0968
   6	    1.9108
   7	    3.1862
   8	    2.1764
   9	    0.2231
  10	   -1.1152
  11	    -2.218
  12	   -2.9997
  13	    -3.515
  14	   -3.8798
  15	   -4.1166
  16	   -4.2428
  17	   -4.2284
  18	   -4.0536
  19	   -3.6459
  20	   -2.8547
  21	   -1.7936
  22	   -0.9301
  23	    -0.444
  24	    0.0261
  25	    0.8371
  26	    2.3642
  27	    4.3086
  28	    7.0573
  29	    2.2674
